PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
48-02510,40,2,6,0,9,3,5,1,1,3092.4,8680,14,5,2000.0,1,0,N,2,2,2,2,122,105
48-02101,20,2,1,0,3,3,5,1,2,357.4,7860,11,9,0.0,0,0,N,2,2,2,2,199,192
48-02102,40,2,6,0,1,0,5,1,1,450.9,4870,6,5,0.0,0,0,N,2,2,2,2,20,19
48-02102,22,2,6,0,1,0,N,1,2,450.9,8270,12,7,0.0,0,0,N,2,2,2,2,163,140
48-02510,40,2,6,0,6,3,6,1,2,3092.4,5391,6,5,0.0,0,0,N,2,2,2,2,51,52
48-02507,23,2,6,1,1,0,3,1,2,3731.1,4971,6,5,-2100.0,0,0,N,2,2,2,2,92,94
48-02102,40,1,6,0,8,0,N,1,1,450.9,4870,6,7,12000.0,3,0,N,2,2,2,1,18,19
48-02102,24,2,6,0,2,0,N,1,1,450.9,5391,6,9,0.0,0,0,N,2,2,2,2,113,116
48-02101,40,2,1,0,1,0,2,1,1,357.4,770,3,5,0.0,0,0,N,2,2,2,2,49,46
48-02102,29,2,6,0,1,1,2,1,1,450.9,4670,5,9,100000.0,0,0,N,2,2,2,2,53,40
48-02515,40,2,1,0,1,0,N,1,2,2134.8,N,N,4,0.0,0,0,N,2,2,2,2,71,71
48-02507,30,1,6,0,8,1,3,1,1,3731.1,4971,7,7,24500.0,4,0,N,2,2,2,2,64,67
48-02515,40,2,1,0,1,0,N,1,2,2134.8,N,N,4,0.0,0,0,N,2,2,2,2,71,71
48-02516,31,2,6,0,1,0,N,1,2,1338.4,7770,10,4,15600.0,3,0,N,2,2,2,2,16,26
48-02101,41,1,1,0,8,2,3,1,2,357.4,770,10,9,20000.0,4,104,N,2,2,2,2,46,46
48-02515,37,1,4,0,1,0,2,1,2,2134.8,490,6,5,22000.0,4,0,N,2,2,2,2,127,76
48-02516,44,1,6,0,1,N,N,1,1,1338.4,8680,14,7,0.0,0,0,N,2,2,2,2,253,257
48-02102,39,1,1,1,1,N,N,1,1,450.9,9470,16,10,0.0,0,0,N,2,2,2,2,71,78
48-02507,44,2,1,0,6,N,N,1,2,3731.1,4971,6,8,0.0,0,10,N,2,2,2,2,261,260
48-02515,40,2,6,1,1,N,N,1,1,2134.8,8770,15,7,0.0,0,0,N,2,2,2,2,62,61
48-02102,47,2,1,0,1,0,N,1,1,450.9,N,N,7,126000.0,3,0,N,2,2,2,2,48,48
48-02102,41,2,1,0,1,0,2,1,1,450.9,N,N,7,0.0,0,0,5,2,2,2,2,93,112
48-02515,48,1,1,0,1,N,N,1,1,2134.8,N,N,7,0.0,0,0,N,2,2,2,1,38,38
48-02102,41,1,1,0,1,0,2,1,1,450.9,N,N,7,0.0,0,0,5,2,2,2,2,93,112
48-02101,49,1,1,1,1,0,3,1,2,357.4,N,N,7,0.0,0,0,N,2,2,2,1,73,73
48-02101,41,1,1,0,1,0,3,1,2,357.4,N,N,7,0.0,0,0,N,2,2,2,1,73,73
48-02101,49,2,1,1,1,0,N,1,1,357.4,N,N,7,-2100.0,0,0,N,2,2,2,2,218,219
48-02101,42,2,1,0,1,0,N,1,1,357.4,N,N,7,-2100.0,0,0,N,2,2,2,2,218,219
48-02507,49,1,1,0,1,0,N,1,1,3731.1,N,14,7,13000.0,3,105,N,2,2,2,2,631,621
48-02515,45,1,6,0,1,0,3,1,2,2134.8,N,N,7,0.0,0,0,N,2,2,2,2,69,63
48-02515,50,1,6,0,1,0,3,1,1,2134.8,N,N,7,0.0,0,0,N,2,2,2,2,69,63
48-02516,47,2,6,0,1,0,3,1,1,1338.4,N,N,7,0.0,0,0,N,2,2,2,2,69,63
48-02510,51,2,4,0,1,0,N,1,1,3092.4,3980,3,4,12000.0,3,0,N,2,2,2,2,64,63
48-02102,51,2,4,1,1,0,N,1,2,450.9,7390,10,9,9800.0,2,105,N,2,2,2,2,192,210
48-02102,52,1,4,0,1,0,N,1,2,450.9,7390,10,9,8500.0,3,0,N,2,2,2,2,192,210
48-02102,52,2,4,0,2,0,N,1,1,450.9,4770,6,7,0.0,0,0,N,1,2,2,2,66,61
48-02515,53,2,4,0,1,0,N,1,1,2134.8,8680,14,5,0.0,0,0,N,2,2,2,2,82,69
48-02515,52,2,4,0,8,0,2,1,2,2134.8,490,6,5,21600.0,4,0,N,2,2,2,2,127,76
48-02102,54,2,1,0,1,0,2,1,1,450.9,4971,1,5,500.0,1,10,N,2,2,2,2,38,43
48-02102,53,2,1,0,1,0,N,1,2,450.9,N,N,9,0.0,0,0,N,2,2,1,2,78,84
48-02515,54,1,1,0,2,0,N,1,2,2134.8,6170,7,5,0.0,0,104,N,2,2,2,2,32,30
48-02507,53,1,1,0,1,0,N,1,1,3731.1,6970,9,9,12000.0,3,105,N,2,2,2,2,91,92
48-02507,55,1,1,0,1,0,N,1,1,3731.1,6970,9,9,12000.0,3,0,N,2,2,2,2,91,92
48-02101,54,2,4,0,9,0,N,1,1,357.4,N,N,5,0.0,0,0,N,2,2,2,1,52,53
48-02101,55,2,4,0,9,0,N,1,1,357.4,N,N,5,0.0,0,0,N,2,2,2,1,52,53
48-02515,54,1,1,0,1,0,N,1,2,2134.8,770,3,5,0.0,0,104,N,2,2,2,2,198,207
48-02101,56,1,1,0,8,0,N,1,2,357.4,7860,11,10,0.0,0,0,N,2,2,2,2,20,38
48-02101,56,2,1,0,1,0,N,1,1,357.4,4670,6,8,30000.0,5,0,2,2,2,2,2,154,148
48-02101,56,1,1,0,8,0,N,1,2,357.4,7860,11,10,0.0,0,0,N,2,2,2,2,20,38
48-02101,56,1,1,0,8,0,N,1,2,357.4,7860,11,10,0.0,0,0,N,2,2,2,2,20,38
48-02101,56,1,1,0,1,0,N,1,1,357.4,4195,3,1,3*649,6,0,N,2,2,2,2,13,52
48-02101,58,2,4,0,1,0,N,1,2,357.4,770,10,9,20000.0,4,0,N,2,2,2,2,107,124
48-02515,56,1,6,0,1,0,N,1,1,2134.8,8191,12,9,0.0,0,104,N,1,2,2,2,55,52
48-02507,59,2,1,0,1,0,2,1,1,3731.1,9160,15,5,0.0,0,0,N,2,2,2,2,17,12
48-02516,59,2,6,0,1,0,2,1,1,1338.4,N,N,5,0.0,0,0,N,1,2,2,2,293,275
48-02102,60,2,1,0,1,0,N,1,2,450.9,770,3,5,0.0,0,0,N,2,2,2,2,85,79
48-02101,59,1,4,0,1,0,2,1,2,357.4,N,N,10,0.0,0,0,N,1,2,2,2,20,0
48-02516,60,2,4,0,1,0,2,1,1,1338.4,8180,12,5,16000.0,1,0,N,2,2,2,2,97,112
48-02516,59,2,4,0,1,0,N,1,1,1338.4,6070,7,9,14*187,3,0,N,2,1,2,2,96,87
48-02515,61,2,1,0,1,0,N,1,1,2134.8,770,3,5,0.0,0,0,N,2,2,2,2,131,117
48-02515,59,2,1,0,1,0,N,1,1,2134.8,770,3,5,0.0,0,105,N,2,2,2,2,131,117
48-02516,61,2,4,0,1,0,N,1,1,1338.4,6070,7,9,14*187,3,0,N,2,1,2,2,96,87
48-02515,60,2,1,0,1,0,2,1,2,2134.8,7860,10,7,0.0,0,0,N,2,2,2,1,423,356
48-02101,63,2,1,0,1,0,2,1,2,357.4,7390,10,10,208*388,4,0,N,2,2,2,2,39,39
48-02507,60,2,1,0,1,0,N,1,1,3731.1,N,N,7,11200*73,3,104,N,2,2,2,2,72,61
48-02516,74,2,1,0,1,0,N,1,1,1338.4,N,N,7,15700.0,3,105,N,2,2,2,2,46,46
48-02101,66,2,1,0,9,0,3,1,2,357.4,7580,10,10,12000.0,3,0,N,2,2,2,1,40,41
48-02101,76,1,1,0,1,0,N,1,1,357.4,N,N,9,150000.0,3,0,N,2,2,2,2,78,79
48-02102,66,2,3,0,1,0,2,1,1,450.9,4690,6,7,106000.0,3,105,N,2,2,1,2,47,47
48-02101,76,1,1,0,1,0,N,1,1,357.4,N,N,9,150000.0,3,0,N,2,2,2,2,78,79
48-02101,67,1,1,0,1,0,N,1,1,357.4,N,N,9,150000.0,3,0,N,2,2,2,2,78,79
48-02101,77,1,3,0,1,0,N,1,1,357.4,N,N,3,120000.0,3,0,N,2,2,2,1,81,57
48-02102,68,1,1,0,1,0,3,1,1,450.9,N,N,5,0.0,2,0,N,1,1,2,2,62,62
48-02101,78,1,1,0,1,0,N,1,2,357.4,N,N,9,125*127,3,0,N,2,2,2,1,285,228
48-02515,69,1,1,0,1,0,N,1,2,2134.8,N,N,4,180000.0,1,0,N,2,2,2,2,82,82
48-02515,78,1,1,0,1,0,N,1,2,2134.8,N,N,4,180000.0,1,0,N,2,2,2,2,82,82
48-02101,69,2,4,0,1,0,N,1,1,357.4,N,N,7,10000.0,3,0,N,2,2,2,2,118,92
48-02102,79,2,4,0,1,0,N,1,1,450.9,N,N,5,13*173,3,0,N,2,2,1,2,87,70
48-02516,72,2,1,0,1,0,N,1,1,1338.4,N,N,9,15600.0,3,0,N,2,2,2,1,78,79
48-02101,81,2,3,0,1,0,N,1,1,357.4,N,N,5,483000.0,1,0,N,2,2,2,2,59,60
48-02516,73,1,1,0,1,0,N,1,1,1338.4,N,N,10,14500.0,3,0,N,2,1,2,2,213,210
48-02516,81,1,1,0,1,0,N,1,1,1338.4,N,N,10,14500.0,3,10*5,N,2,1,2,2,213,210
48-02515,77,2,3,0,1,0,2,1,2,2134.8,N,N,5,151*222,3,0,N,2,2,2,2,45,49
48-02515,82,2,3,0,1,0,2,1,2,2134.8,N,N,5,151*222,3,0,N,2,2,2,2,45,49
48-02515,77,2,3,0,1,0,N,1,1,2134.8,N,N,5,14400.0,1,0,N,1,2,2,1,44,40
48-02102,88,2,3,0,1,0,3,1,2,450.9,N,N,7,6600.0,2,0,N,2,1,2,2,215,257
48-02516,88,2,3,0,1,0,N,1,1,1338.4,N,N,5,10*57,3,0,N,1,2,2,2,48,48
48-02516,92,2,3,0,1,0,N,1,1,1338.4,N,N,4,13500.0,3,0,N,2,1,2,2,40,40
48-02507,92,2,3,0,1,0,N,1,2,3731.1,N,N,7,11000.0,3,0,N,2,1,1,2,41,38
48-02507,92,1,3,0,1,0,2,1,1,3731.1,N,N,7,105000.0,3,0,N,1,1,2,1,57,66
48-02507,92,2,3,0,1,0,N,1,1,3731.1,N,N,7,10800.0,3,0,N,2,1,2,2,41,38
48-02507,92,2,3,0,1,0,N,1,2,3731.1,N,N,7,106000.0,3,0,N,2,1,2,2,41,38
48-02507,92,2,3,0,1,0,N,1,2,3731.1,N,N,7,106000.0,3,104,N,2,1,2,2,41,38
48-02515,92,2,3,0,1,0,N,1,1,2134.8,N,N,7,11000.0,3,105,N,2,1,1,2,41,38
48-02101,92,1,3,0,1,0,N,1,1,357.4,N,N,7,11000.0,3,104,N,2,1,2,2,106,106
48-02101,3,2,N,0,9,3,6,1,1,357.4,N,N,1,N,N,109,N,N,N,2,2,554,415
48-02102,9,2,N,0,1,3,7,1,1,450.9,N,N,3,N,N,109,N,2,2,2,2,175,206
48-02102,11,1,N,1,1,3,6,1,2,450.9,N,N,3,N,N,107,N,2,2,2,2,158,155
48-02102,17,2,N,1,1,3,6,1,1,450.9,N,N,3,N,N,107,N,2,2,2,2,158,155
48-02515,13,2,N,0,1,3,5,1,2,2134.8,N,N,3,N,N,109,N,2,2,2,2,148,144
48-02101,24,1,N,0,1,3,4,1,1,357.4,N,N,4,N,N,109,N,2,2,2,2,72,46
48-02101,14,1,N,1,1,3,4,1,1,357.4,N,N,4,N,N,109,N,2,2,2,2,72,46
48-02507,27,1,N,1,1,3,4,1,1,3731.1,N,N,4,N,N,107,N,2,2,2,2,72,46
48-02101,16,2,6,1,1,1,5,1,2,357.4,N,N,4,0.0,0,107,N,2,2,2,2,77,65
48-02102,30,2,6,1,1,1,5,1,1,450.9,N,16,7,0.0,0,106,N,1,2,2,2,25,17
48-02507,24,2,6,0,8,1,3,1,1,3731.1,8680,14,5,0.0,0,106,N,2,2,2,2,198,190
48-02101,34,1,1,1,1,0,4,1,1,357.4,4680,5,9,0.0,0,107,N,2,2,2,2,262,289
48-02101,37,2,1,2,1,0,N,1,2,357.4,770,3,9,14700.0,3,107,N,2,2,2,2,56,53
48-02102,38,2,6,2,1,3,5,1,2,450.9,N,N,4,3300.0,1,106,N,2,2,2,2,76,64
48-02515,40,1,6,1,1,1,2,1,1,2134.8,770,10,5,25000.0,4,106,N,2,2,2,2,21,13
48-02102,44,2,6,1,1,0,2,1,2,450.9,5090,6,5,9600.0,2,109,N,1,2,2,2,23,0
48-02102,41,2,1,0,1,0,N,1,1,450.9,9*225,16,9,13000.0,3,109,N,2,1,2,2,143,76
48-02507,52,1,1,0,6,0,N,1,2,3731.1,N,N,7,13000.0,3,109,N,2,2,2,2,48,48
48-02515,50,1,4,0,1,0,N,1,1,2134.8,8191,2,7,75000.0,3,106,5,2,2,2,2,301,272
48-02102,65,2,1,0,1,0,N,1,1,450.9,2*33,4,5,14700.0,3,107,N,2,2,2,2,20,17
48-02507,60,2,1,0,1,3,4,1,1,3731.1,8680,14,7,18*327,4,107,N,2,2,2,2,60,56
48-02101,66,1,3,0,1,0,N,1,1,357.4,N,N,5,125000.0,3,106,N,2,2,2,1,120,111
48-02510,68,2,6,1,1,0,N,1,1,3092.4,5381,6,5,15700.0,3,109,N,2,2,2,2,16,16
48-02102,72,2,4,0,1,0,N,1,2,450.9,N,N,5,0.0,3,109,N,2,2,2,2,129,127
48-02102,73,2,4,0,1,0,N,1,2,450.9,N,N,4,0.0,3,107,N,2,2,2,2,19,21
48-02510,75,2,1,0,1,0,N,1,2,3092.4,N,N,10,12000.0,3,109,N,2,1,2,1,56,72
48-02102,76,2,4,0,1,0,N,1,2,450.9,N,N,7,10700.0,3,107,N,2,2,2,2,12,11
48-02102,75,2,4,0,1,0,N,1,1,450.9,N,N,4,0.0,3,109,N,2,2,2,2,19,21
48-02101,77,2,4,0,1,0,N,1,2,357.4,N,N,7,11000.0,3,107,N,2,2,2,2,12,11
48-02102,77,2,3,0,1,0,N,1,1,450.9,N,N,9,10000.0,2,109,N,1,2,2,1,5,0
48-02102,88,2,3,0,1,0,N,1,1,450.9,N,N,9,13000.0,3,106,N,2,1,2,2,145,141
